Ann,Cody,3,2,100,1,Astronomy,VGVhY2hlci0yNjExNzI0,2611724
Harvey,Cohen,4.2,1.5,80,30,Psychology,VGVhY2hlci0xOTA4NzI0,1908724
Darcy,Cohn,4.6,2.6,-1,14,Film,VGVhY2hlci0zNzQ2NTc=,374657
Michael,Cole,2.6,1.8,-1,25,Graphic Arts,VGVhY2hlci0yMzQ4Mjg=,234828
Constance,Cole,2.6,3.9,10.3448,97,International Studies,VGVhY2hlci0yMzM0Mjg=,233428
David,Coleman,4.8,1.2,-1,20,Counseling,VGVhY2hlci0zNDgyOTU=,348295
Mary,Colligan,3.2,4,-1,49,English,VGVhY2hlci02MDAwNA==,60004
Kristin,Conard,2.5,3,-1,2,English,VGVhY2hlci0xOTA1MzAx,1905301
Salvador,Contreras,0,0,-1,0,Anthropology,VGVhY2hlci0yNTE5MDEx,2519011
John,Cook,4.6,2.4,80,62,Geology,VGVhY2hlci00MTg5MTc=,418917
Cheryl,Coon,4.5,2.8,71.4286,20,Design,VGVhY2hlci0xMTQzMTc4,1143178
Susan,Cooper,4.5,1.5,100,11,English As A Second Language,VGVhY2hlci0xNDE3MDY2,1417066
Juanita,Cordero,4.1,2.2,-1,34,Psychology,VGVhY2hlci0yNzU3MzY=,275736
Patricia,Cornely,4,1.5,-1,4,Environmental Studies,VGVhY2hlci0xNjc0NzIx,1674721
Marc,Coronado,3.5,2.6,73.2143,125,English,VGVhY2hlci0xMjAzNjMz,1203633
Alicia,Cortez,3.8,1.4,-1,8,History,VGVhY2hlci01NjM5MTI=,563912
Mary,Cox,1.7,4.4,-1,90,Chemistry,VGVhY2hlci0yMjQxNDI=,224142
Sherri,Cozzens,5,2.9,100,8,Nursing,VGVhY2hlci0xMTQxNzY3,1141767
Elliott,Cragen,3.7,3,38.0952,64,English,VGVhY2hlci05NTUyNDU=,955245
Norman,Craig,4.1,3.1,88.8889,25,English As A Second Language,VGVhY2hlci0xNTk4ODEx,1598811
Crystallee,Crain,3.5,2.8,-1,12,Political Science,VGVhY2hlci0xNTk2MTAw,1596100
Michael,Cross,4.6,2.1,-1,11,English,VGVhY2hlci0xODI3MTEy,1827112
Mayra,Cruz,3.1,2.6,66.6667,21,Psychology,VGVhY2hlci0zNDMyMDk=,343209
Mary,Cudahy,4.7,2.1,86.9565,46,English,VGVhY2hlci0xNTgzOTMy,1583932
Judy,Cuff-Alvarado,4.4,2.3,100,46,Biology,VGVhY2hlci0xMzcxNjY5,1371669
Matthew,Culver,4.7,1.6,100,27,English,VGVhY2hlci0xNjU0Njg0,1654684
Cherakah,Cunningham,4.8,1.7,100,38,Speech Communication,VGVhY2hlci0xMzA1MzUy,1305352
Lee,Cynthia,2.3,4,0,2,English As A Second Language,VGVhY2hlci0xMzczMjE1,1373215
Farideh,Dada,4.4,2.7,84.6154,20,Journalism,VGVhY2hlci0xODk0MDA5,1894009
Barbara,Dahlke,3.8,1.4,0,14,Counseling,VGVhY2hlci0xNTE4MjQ3,1518247
Henry,Dahut,4.6,2.5,-1,10,Paralegal Studies,VGVhY2hlci0xODMxMTYx,1831161
Jason,Damjanovic,4.3,2,100,52,Physical Education,VGVhY2hlci04NjU3NzE=,865771
Ann,Daniel,2.6,3.5,29.1667,35,Biology,VGVhY2hlci0xNDk2Njk4,1496698
Nina,Danilova,2.4,3.1,66.6667,78,Mathematics,VGVhY2hlci0zMDg5MDM=,308903
Constantine,Danopoulos,3.5,2.4,-1,29,Political Science,VGVhY2hlci01MDIxMzM=,502133
Susan,Dansker,3.8,2.3,-1,13,Psychology,VGVhY2hlci0xNjg2MDA=,168600
Ashidhara,Das,3.4,1.8,60,9,Anthropology,VGVhY2hlci0yNDA1Njc1,2405675
David,Davies,3.7,3,-1,26,Mathematics,VGVhY2hlci0zNDc1NDE=,347541
David,Davis,4.8,1.8,-1,20,Criminal Justice,VGVhY2hlci01NzgyMTY=,578216
Gerri,Dayharsh,3.6,3.1,40,18,English,VGVhY2hlci04NzEwMjk=,871029
Phyllis,De Motta,2.7,3.4,38.8889,34,Child Development,VGVhY2hlci0xMTQ1NTYy,1145562
Alicia,De Toro,3.5,1.6,62.963,61,Environmental Studies,VGVhY2hlci0xNDE2Njky,1416692
Darlene,De Vera,4.2,2.5,-1,17,Economics,VGVhY2hlci0xMjA5MDg0,1209084
Charles,De Vogelaere,4.6,2.2,77.2727,100,Mathematics,VGVhY2hlci0yNDE4Njc=,241867
Pasturel,Deborah,4.9,1.4,100,18,Art,VGVhY2hlci0xNzAwNDMz,1700433
Soma,Debourbon,5,3,100,1,Sociology,VGVhY2hlci0yMTUxMDg3,2151087
Cecilia,Deck,4.3,2.8,85.7143,46,Journalism,VGVhY2hlci0zNTA4MjQ=,350824
Honey,Dedhia,2.5,3.1,-1,13,Biology,VGVhY2hlci0xMTk2MzI2,1196326
Jason,Dehaan,4,2.8,68.4211,23,Sociology,VGVhY2hlci0yMTE1NDE3,2115417
Tracy,Dehaan,4.2,2.7,58.3333,25,Sociology,VGVhY2hlci0xNjU4MzQz,1658343
Anthony,Delaney,3.5,3.3,50,65,English,VGVhY2hlci02MzUyNzI=,635272
Antony,Delaney,0,0,-1,0,English,VGVhY2hlci0xOTk4MzI3,1998327
Ricardo,Delgado,4.8,3,88.2979,184,Mathematics,VGVhY2hlci0xODQxMDc4,1841078
Christopher,Deming,4.8,3,97.0588,31,Chemistry,VGVhY2hlci0yMjQyMjAz,2242203
Ebru,Demir,1.6,4.4,28.5714,7,English As A Second Language,VGVhY2hlci0yMDMyNDUx,2032451
Dave,Denny,4.3,2.6,61.2903,100,English,VGVhY2hlci0zMzUwOTI=,335092
Dave,Deppen,4.5,1.5,-1,2,Environmental Studies,VGVhY2hlci0xODg0Nzkw,1884790
Lenore,Desilets,3.8,2.8,57.7778,212,Mathematics,VGVhY2hlci01MDE2NDY=,501646
Teresa,Dey,5,3,100,2,Animation,VGVhY2hlci0yMjU5OTIz,2259923
Harmanpal,Dhaliwal,3.8,3.2,70.5882,134,Mathematics,VGVhY2hlci05MDg5OTk=,908999
Tanya,Diamond,4.8,2.3,-1,3,Environmental Studies,VGVhY2hlci0xMjA4NTc1,1208575
Marcy,Dianne Betlach P,0,0,-1,0,English As A Second Language,VGVhY2hlci0xOTg5ODM5,1989839
Aurelio,Dias-Ferreira,5,1.5,100,2,World Languages,VGVhY2hlci0xOTA5NjMy,1909632
Robert,Dickerson,4.6,3.1,-1,100,English,VGVhY2hlci04NDc4NQ==,84785
Mariehelene,Dickman,4.3,2.2,-1,9,French,VGVhY2hlci00OTQxODU=,494185
Stephanie,Dickson,3.2,3.3,50,93,Physics,VGVhY2hlci0yMjQ0NTE=,224451
Ryan,Dickson,2.4,3.7,20,69,English,VGVhY2hlci04NTc2MjQ=,857624
Marcy,Diehl,5,3,-1,1,English,VGVhY2hlci0xMzY3MTU4,1367158
Mary,Diehl,4.8,1.4,85,78,English,VGVhY2hlci0yMzc2NjE=,237661
Hy,Diep,5,1.9,100,14,Psychology,VGVhY2hlci0yMjQ2ODUx,2246851
Christopher,Dileonardo,3.5,3.1,40.8163,90,Geology,VGVhY2hlci0xMzExNjQ4,1311648
Rolly,Dimaandal,4.8,2.7,-1,19,Computer Information Systems,VGVhY2hlci0yNjc1NzI=,267572
Gregory,Dixon,0,0,-1,0,Political Science,VGVhY2hlci0xNDMwNDEx,1430411
Alexandra,Dizon,0,0,-1,0,Health Technology,VGVhY2hlci0yNjg3MjEx,2687211
Steffani,Djuarsa,4.6,2.4,87.5,8,Asian Studies,VGVhY2hlci0yMzUwNzQz,2350743
Robyn,Dodd,3.9,1.6,-1,9,English,VGVhY2hlci04MDUxNTA=,805150
Elizabeth,Dodd,5,2.3,100,4,English As A Second Language,VGVhY2hlci0xNzAxMDM4,1701038
Tanzeen,Doha,3.7,2.8,100,4,Humanities,VGVhY2hlci0xNDU2NDk4,1456498
Michael,Dominguez,0,0,-1,0,Adapted Physical Education,VGVhY2hlci0yMjc3Mjg0,2277284
Mary,Donahue,4.5,2.6,77.4194,85,Physical Ed,VGVhY2hlci00MDQyMTA=,404210
Nickel,Donald,0,0,-1,0,Career  Life Planning,VGVhY2hlci0yMDcyMzQ5,2072349
Michael,Donato,4.3,1.9,-1,12,Psychology,VGVhY2hlci0xODI2OTUz,1826953
Sean,Donoho,4.3,3.5,-1,2,English,VGVhY2hlci0xODI3MjAy,1827202
Elena,Dorabji,3.1,3.1,50,69,Political Science,VGVhY2hlci0yOTk5NDY=,299946
Elen,Dorabji,0,0,-1,0,Political Science,VGVhY2hlci0xNDYzOTY2,1463966
Khairunessa,Dossani,4.2,2,-1,28,Writing,VGVhY2hlci0zNzI1NTM=,372553
Charles,Dougherty,3.6,1.2,-1,22,Physical Ed,VGVhY2hlci0yMzQ3MTg=,234718
Barbara,Driscoll,3.8,2,-1,2,Psychology,VGVhY2hlci0xNjE4OTU1,1618955
Gregory,Druehl,4.7,2.1,91.3043,260,Political Science,VGVhY2hlci0xNTY0ODI=,156482
Jianbo,Du,3.2,2.8,54.717,80,Mathematics,VGVhY2hlci0xNTYyNzUw,1562750
Michele,Dubarry,3.7,3.2,40,54,English,VGVhY2hlci0yNzkyOTc=,279297
Keith,Ducote,4.7,3,100,3,Geography,VGVhY2hlci0yNDAxODk5,2401899
Kathleen,Dulap,4,5,-1,1,English As A Second Language,VGVhY2hlci0xNTcxMTA2,1571106
Karina,Dundurs,2.2,3.4,30,19,Computer Information Systems,VGVhY2hlci0yMTEzNjAy,2113602
Katie,Dunlap,2.1,3.5,-1,23,English,VGVhY2hlci00MzAzOTY=,430396
Ron,Dunn,3.9,2.7,18.1818,71,Music,VGVhY2hlci0yMjQ4NDI=,224842
Raquel,Duran-Beza,1.7,3.6,-1,5,Languages,VGVhY2hlci0xMDAyNjU2,1002656
Robert,Durazzo,4,1.5,-1,42,Physics,VGVhY2hlci0xMTU1ODg=,115588
Sohini ,Dutt,4.5,1.4,84.4444,56,Geography,VGVhY2hlci0xOTY3ODcy,1967872
Shanita,Ealey,4.7,4,100,3,Intercultural Studies,VGVhY2hlci0yMTQ4NTc4,2148578
Carol,Easter,4.8,2.5,100,4,Art,VGVhY2hlci0yNjUyNDEy,2652412
Martina,Ebesugawa,4,2.6,60,32,Psychology,VGVhY2hlci0xNjE4OTUz,1618953
Mariam,Ebrat,2.5,3.1,50,8,Intercultural Studies,VGVhY2hlci0yNTIzMjI1,2523225
Eleni,Economides-Gastis,5,3,-1,1,Journalism,VGVhY2hlci0xNjg5MTI4,1689128
Terry,Eden,0,0,-1,0,English,VGVhY2hlci0xMzcxNDM3,1371437
George,Edgar,2.3,3,71.4286,4,History,VGVhY2hlci0yNTg5MDY0,2589064
Booh,Edouardo,4,1.6,-1,5,English,VGVhY2hlci0xODkwMjM2,1890236
Zlatogorov,Edwin,1,5,-1,1,Mathematics,VGVhY2hlci0yOTMxNjM=,293163
Kamran,Eftekhari,3.4,3,52.9412,93,Computer Information Systems,VGVhY2hlci0xODM2NDM2,1836436
Ward,Eiche,0,0,-1,0,Psychology,VGVhY2hlci0xMzg2Mjg2,1386286
Daria,Eiteneer,2,3.5,33.3333,2,Chemistry,VGVhY2hlci0yNjg3ODM2,2687836
Yvonne,Ekern,4.4,3.3,-1,12,Law,VGVhY2hlci0xNDgwMzM=,148033
Daniel,Elkan,3.5,2.2,72.7273,11,Humanities,VGVhY2hlci0yMTk5NTQy,2199542
Yoshika Ueno,Ellicott,0,0,-1,0,Not Specified,VGVhY2hlci0xMjU4OTMz,1258933
Ted,Ellis,3.4,2.3,-1,23,Accounting,VGVhY2hlci00NDE5NTQ=,441954
Terry,Ellis,4,2.9,66.6667,63,Social Science,VGVhY2hlci0xMzM1MTA=,133510
Ben,Eloy,4.8,1.2,-1,6,Economics,VGVhY2hlci0xMDM2NTYz,1036563
Mark,Engel,4,2.8,50,17,Fine Arts,VGVhY2hlci0yNTcxNjE=,257161
Larry,English,0,0,-1,0,Mathematics,VGVhY2hlci0xMzg1MDky,1385092
Susan,Erickson,3,3.2,50,6,Health Technology,VGVhY2hlci0yMzM4MzY2,2338366
Nancy,Evans,4.2,2.3,60,54,Physical Ed,VGVhY2hlci0zNTA4MDc=,350807
Rika,Fabian,3.8,2.9,-1,42,Sociology,VGVhY2hlci0xMjUwMzAz,1250303
Helen,Fan,3.3,2,-1,45,International Studies,VGVhY2hlci0xOTcxMjY=,197126
Sewan,Fan,0,0,-1,0,Physics,VGVhY2hlci0yNzIwMzcx,2720371
Jesse,Fankushen,4.5,2,-1,1,Humanities,VGVhY2hlci0xODY2ODUx,1866851
Robert,Farrington,3.8,2.6,100,64,Music,VGVhY2hlci0yMTE3MTg=,211718
Ghiasvand,Farzaneh,3.4,1.3,100,3,Physical Education,VGVhY2hlci0xNzAyOTM5,1702939
Carolyn,Fasano,4,2.3,85.7143,56,English,VGVhY2hlci0zNzc4Njk=,377869
Larissa,Favela,4.2,2.3,-1,21,Intercultural Studies,VGVhY2hlci0xNDAyNTA1,1402505
David,Feiler,4.5,2.3,-1,9,Chemistry,VGVhY2hlci0xOTcyODM0,1972834
Julia,Feld,3.9,2.6,77.7778,8,Art,VGVhY2hlci0yMzAzNTcw,2303570
Amanda,Feldman Kadkly,4.5,2.2,94.4444,16,Anthropology,VGVhY2hlci0yNDM5MjYz,2439263
Derrick,Felton,5,1.4,100,5,Psychology,VGVhY2hlci0yNTc0NjUy,2574652
Purba,Fernandez,4.6,2.9,74.2857,158,Geography,VGVhY2hlci01MjY4NQ==,52685
Diana,Ferrara,5,2.3,100,37,World Languages,VGVhY2hlci0yMjQyNTY3,2242567
Frederick,Ferrer,4.4,2.3,100,13,Psychology,VGVhY2hlci01ODU0MzQ=,585434
Richard,Ferrie,4.2,2.4,73.0769,57,English,VGVhY2hlci03MDkwMjg=,709028
Stephanie,Ferrill,2.9,3.7,-1,12,Law,VGVhY2hlci0xMjQ2MTU5,1246159
Daniel,Ferris,2.5,2.6,-1,5,History,VGVhY2hlci0xODUxNTY0,1851564
Jenny,Fichmann,1,5,-1,1,Biology,VGVhY2hlci0xMjcxMDQx,1271041
Elizabeth,Figueredo,4.9,2.5,100,24,English,VGVhY2hlci0yMDk2NjI2,2096626
Barbara,Fink,4.1,2.6,100,36,Mathematics,VGVhY2hlci0yMDE4NjY=,201866
Nassrin,Firoozian,0,0,-1,0,English As A Second Language,VGVhY2hlci0yMDcxNDUy,2071452
Catherine,Firpo,2.6,2.6,30.303,44,Psychology,VGVhY2hlci0xODE5MTc2,1819176
Rani,Fischer,3.3,2.9,50,17,Mathematics,VGVhY2hlci0xOTY4NzQ1,1968745
Buched,Fish,0,0,-1,0,Human Development,VGVhY2hlci02NDU4MjE=,645821
Gary,Fisher,3.6,3.8,50,135,Chemistry,VGVhY2hlci0xODc1NA==,18754
John,Fisher,0,0,-1,0,Manufacturing  CNC Technology,VGVhY2hlci0yMDI2NzAw,2026700
Leonard,Fisk,3.6,3.3,60,7,Computer Information Systems,VGVhY2hlci0xOTg5NzQw,1989740
Michael,Fitzpatrick,0,0,100,0,Philosophy,VGVhY2hlci0yNTE3ODU2,2517856
Anne,Fleischman Miller,1.5,4.5,33.3333,2,Nutrition,VGVhY2hlci0xOTE5NTg4,1919588
Diana,Fleming,3.8,2.4,75,102,English,VGVhY2hlci04NjA0NA==,86044
Stephen,Fletcher,0,0,-1,0,Counseling,VGVhY2hlci0xNzMyNzUy,1732752
Wilson,Florero,3.3,3.5,-1,6,Mathematics & Statistics,VGVhY2hlci0xNTAwODEw,1500810
Kathy,Flores,3.3,3.4,5.5556,75,English As A Second Language,VGVhY2hlci0xNDAyNjc4,1402678
Paul,Fong,4.3,2.5,80,4,Political Science,VGVhY2hlci0yNTM1Njg3,2535687
Jon,Ford,3,2.3,-1,33,English,VGVhY2hlci0xNzEyMDc=,171207
Marjorie,Ford,3.1,2,-1,69,English,VGVhY2hlci0yMzMwNTE=,233051
Jeff,Forman,3.3,2.8,-1,29,Physical Ed,VGVhY2hlci0zNjQxMDI=,364102
Behrouz,Forouzan,2.8,3.4,50,24,Computer Information Systems,VGVhY2hlci0zNTM0NzQ=,353474
Toni,Forsyth,2,2.6,-1,87,English,VGVhY2hlci0yMjI3OTA=,222790
Rebecca,Fouquette,3.1,3.8,-1,50,Mathematics & Statistics,VGVhY2hlci0xNzU0NzQ2,1754746
John,Fox,4.7,1.8,-1,59,Sociology,VGVhY2hlci0yMTE0MTE=,211411
Jennifer,Frances,4.8,2,100,4,Speech Communication,VGVhY2hlci0xMzMwOTAx,1330901
Ronald,Francis,2.9,4.4,31.6901,223,Physics,VGVhY2hlci0xNDUzMzk0,1453394
Marie,Frangos,4.4,1.8,85.7143,7,English,VGVhY2hlci0yMTc0MjAy,2174202
Joel,Franks,4.3,1.7,90,15,History,VGVhY2hlci0zMzMxNzE=,333171
Maurizio,Franzini,0,0,-1,0,Chemistry,VGVhY2hlci0xNjQ1MzQ3,1645347
Mhaire,Fraser,2.8,3.9,-1,92,Psychology,VGVhY2hlci0yMjU1OTY=,225596
Genevieve,Freckelton,4.5,3.5,100,2,Film & Television,VGVhY2hlci0yNjY4Nzk5,2668799
Linda,Frias-Selinske,4.6,2.7,100,32,English,VGVhY2hlci0yMzM3MzI=,233732
Yesenia,Friaz,0,0,-1,0,Political Science,VGVhY2hlci0xNzI3NTg4,1727588
Darlene,Frie,4,3.4,80,5,Nursing,VGVhY2hlci0yMzA3MDU4,2307058
Adrienne,Frisbee,4.8,1.9,95.6522,30,Environmental Studies,VGVhY2hlci0yMDI5NjE5,2029619
Michele,Fritz,4.5,2.2,92.3077,109,Business,VGVhY2hlci0xNDY2MjE=,146621
Mark,Fu,4.5,1.1,100,31,Counseling,VGVhY2hlci00NTQ2Mzc=,454637
Janine Midori,Fujioka,4.1,2.8,100,30,Ethnic Studies,VGVhY2hlci00MzU3OTg=,435798
Kit,Fung,4.3,2.3,-1,3,Accounting,VGVhY2hlci0xNzkxOTc4,1791978
Maryann,Furda,3.3,3.6,-1,15,Physical Ed,VGVhY2hlci0yMzg2NTA=,238650
Diane,Furlan,3.5,3.3,66.6667,48,English,VGVhY2hlci0yNzA2NDI=,270642
Maybelline,Gabat,0,0,-1,0,Nursing,VGVhY2hlci0yNzI3NzY5,2727769
Emily,Gable,5,2,100,2,Philosophy,VGVhY2hlci0yNTE3ODU3,2517857
Brandon,Gainer,4.2,2.8,75,79,Speech Communication,VGVhY2hlci0xMTU3MjQ3,1157247
Divya,Gairola,4.2,3.1,90.9091,21,Chemistry,VGVhY2hlci0yNjY4MTc5,2668179
Javier,Galindo,4.2,2.3,94.8718,48,Humanities,VGVhY2hlci0xOTA1Nzc5,1905779
Vernon,Gallegos,2.7,3,58.8235,133,Dance,VGVhY2hlci01MDI0MTc=,502417
Juan,Gamboa,4.8,2.2,92.3077,13,Ethnic Studies,VGVhY2hlci0yMTYyNTk3,2162597
Thomas,Gamburg,5,3,100,1,Film amp Television,VGVhY2hlci0yMzU0MDkz,2354093
Usha,Ganeshalingam,3.9,2.5,87.234,56,Mathematics,VGVhY2hlci0xODA0NjQ2,1804646
Delia,Garbacea,4.1,3.5,68.6567,200,Computer Information Systems,VGVhY2hlci0xMTc4OTA=,117890
Emily,Garbe,4.8,2,91.0448,134,Business,VGVhY2hlci0xNjc2OTU4,1676958
Deborah,Garfinkle,3.3,3.4,80.9524,69,English,VGVhY2hlci0zMzE0MDg=,331408
Howard,Garnel,3.1,3.7,37.5,44,Chemistry,VGVhY2hlci03ODM0MjQ=,783424
Jeremiah,Garrido,4.8,2,100,8,Administration Of Justice,VGVhY2hlci0yMzMzMzkx,2333391
Warren,Garrison,4.3,3,-1,68,Mathematics,VGVhY2hlci0xODgwOTY=,188096
Richard,Garvin,2.5,2.8,-1,47,English,VGVhY2hlci04Njk4OA==,86988
Gary,Garvin,2.6,3.7,-1,16,English,VGVhY2hlci02MzY3ODI=,636782
Barbara,Gasdick,3.2,2.7,-1,14,English,VGVhY2hlci0xMjI5OTY0,1229964
Janet,Gawbill,3.8,2.6,33.3333,46,Mathematics,VGVhY2hlci0zMDc0Njk=,307469
Colleen,Gee,3.8,2.6,-1,5,Cantonese,VGVhY2hlci0yOTgwMDI=,298002
Karen,Gee,5,1.7,-1,6,Psychology,VGVhY2hlci0xMjkzNTUy,1293552
Bill,Geisinger,3.7,2.2,-1,13,Fine Arts,VGVhY2hlci0zNjE4MzA=,361830
Veronica,Gema,0,0,-1,0,Language Arts,VGVhY2hlci0yMDY4NDY2,2068466
Lindenbaum,Gene,4.5,2.6,100,8,Social Science,VGVhY2hlci02NDk2OTk=,649699
Laura,Gentry,0,0,-1,0,Communication,VGVhY2hlci0xNDA1Njc2,1405676
Spera,Georgiou,2,2.8,12,103,Computer Information Systems,VGVhY2hlci0yOTkyNDM=,299243
Maurice,Geraghty,4.4,2.2,92.1569,188,Mathematics,VGVhY2hlci0yMjgxMTE=,228111
Alexander,Gerould,4.8,2,89.4737,87,History,VGVhY2hlci0xNjcxMTM=,167113
Mehdi,Ghaffari,1.8,2.6,-1,5,Physics,VGVhY2hlci0yNDU4Njg=,245868
Amanda,Ghest,1.7,4.2,-1,15,English,VGVhY2hlci0xNTQ0NjUz,1544653
Farzaneh,Ghiasvand,4.3,1.8,100,26,Physical Ed,VGVhY2hlci0yMzQ3NDA=,234740
Abdul,Ghori,4.3,2.1,95.6522,90,Mathematics,VGVhY2hlci0yMzQ3MTQ=,234714
Alexandria,Giardino,4.6,2.6,84.6154,119,English,VGVhY2hlci03NjY5OTU=,766995
Patricia,Gibbs,0,0,-1,0,Sociology,VGVhY2hlci0xNjE4NzAz,1618703
Christopher,Gibson,4.6,2.9,-1,20,English,VGVhY2hlci05MzIwNjE=,932061
Trish,Gibson,4.9,1.4,-1,14,Human Development,VGVhY2hlci0xMzAwOTIy,1300922
Shannon,Gifford,0,0,-1,0,Nursing,VGVhY2hlci0yNjgyMzc4,2682378
Dariush,Gilani,4.3,1.3,87.5,10,Languages,VGVhY2hlci0xMTA3NDUx,1107451
Ambica,Gill,4.7,2.6,-1,10,Communication,VGVhY2hlci04NjU4NDA=,865840
Paul,Gill,4.8,3,-1,3,Mathematics,VGVhY2hlci0xMzU0NTc4,1354578
Max,Gilleland,0,0,-1,0,Computer Aided Design/Dig Imag,VGVhY2hlci0yNjYyMTA1,2662105
Aimee,Gillette,3.9,2.6,63.6364,43,Film & Television,VGVhY2hlci0xODYzMDI1,1863025
Samantha,Giron,4.1,1.6,-1,9,Dance & Theatre,VGVhY2hlci0xNjAwNzM0,1600734
Kevin,Glapion,4.4,1.4,90,30,Human Development,VGVhY2hlci01ODMzNjQ=,583364
Ilan,Glasman,4.5,2.9,83.871,85,Music,VGVhY2hlci0xMTc3MTMz,1177133
Paul,Go,3.9,3.4,-1,21,English,VGVhY2hlci04NjkzODk=,869389
Manish,Goel,2.5,3.7,45.679,98,Computer Information Systems,VGVhY2hlci0xODM2NDM4,1836438
Wendell,Goesling,3.4,2.6,-1,164,Psychology,VGVhY2hlci0xNDU5ODI=,145982
Tamara,Goldie,5,1,100,1,Counseling,VGVhY2hlci0xNzQ0NDU3,1744457
Barak,Goldman,4.6,2.2,78.5714,104,Film,VGVhY2hlci0xMDM5MjI4,1039228
Rodney,Gomes,3.8,2.3,60,6,Administration Of Justice,VGVhY2hlci0xOTg4NjYw,1988660
Xandra,Gonzales,0,0,-1,0,Career  Life Planning,VGVhY2hlci0xOTg3MjAy,1987202
John,Gonzalez,3.6,1.9,-1,15,Mathematics,VGVhY2hlci0xMjM4NjE5,1238619
Antonio ,Gonzalez,4.3,2.2,-1,6,Mathematics,VGVhY2hlci0xOTQ3MTY5,1947169
Mary Ellen,Goodwin,2.9,3,14.2857,67,English,VGVhY2hlci0yMjM3MTQ=,223714
Mary,Goowin,3,3,0,2,English As A Second Language,VGVhY2hlci0xNTA3NDQ4,1507448
Susan,Gordon,3.5,2.2,100,5,Political Science,VGVhY2hlci0xODg5MDkx,1889091
Lauren,Gordon,3.9,3,86.9565,30,Reading,VGVhY2hlci0xOTEzNjYy,1913662
Dennis,Gorsuch,4.4,2.8,-1,46,Biology,VGVhY2hlci00OTA4Nzk=,490879
Walter,Gough,2,4,-1,1,Business,VGVhY2hlci0xNjIxMzAw,1621300
Michael,Gough,4,2.8,70.2703,166,Business,VGVhY2hlci0xNjc2NjA=,167660
Ronald,Goularte,4.5,2.5,75,34,Business,VGVhY2hlci0zOTM4MDg=,393808
Kennedy,Gozn,0,0,-1,0,English,VGVhY2hlci0zOTY2OTg=,396698
Jorge,Gracia,4.7,2,-1,85,Spanish,VGVhY2hlci0xNzMzNzg=,173378
John,Gravener,3.9,3.2,54.5455,74,English,VGVhY2hlci03Njc0Mzk=,767439
Joyce,Gray,4,1.8,50,60,Speech,VGVhY2hlci04NjA5Mg==,86092
Zena,Gray,3.2,2.8,-1,26,English,VGVhY2hlci0zNTk4NzA=,359870
Chuck,Gray,4,2.9,-1,22,English,VGVhY2hlci04MDM4MzY=,803836
Charles,Gray,3,3.3,83.3333,37,English,VGVhY2hlci0xMjIxMDc2,1221076
David,Gray,4.2,3.2,70.4545,160,Chemistry,VGVhY2hlci0xNjYwMjE=,166021
Elizabeth,Green,4.2,2,-1,11,English,VGVhY2hlci0xNjAxNzAz,1601703
DuJuan,Green,4.7,2.3,90.9091,11,Administration Of Justice,VGVhY2hlci0yNDE5NDc4,2419478
Carole,Greene,4.4,3.8,-1,22,English,VGVhY2hlci04NDU1OQ==,84559
Valerie,Greene,4.8,2.6,94.3396,53,Environmental Science,VGVhY2hlci0yMjAyMzUy,2202352
Karen,Greguras,3.2,2.4,33.3333,18,English,VGVhY2hlci0zMzg5NTI=,338952
Melanie,Griffin,3.8,1,-1,5,Humanities,VGVhY2hlci0xMDg5ODU2,1089856
Beth,Grobman,4.5,1.8,-1,66,Journalism,VGVhY2hlci0zMTQ3OTg=,314798
Richard,Grove,4.6,1.3,-1,29,Business,VGVhY2hlci0zNjY4MDk=,366809
Milena,Grozeva,4.4,2.4,86.9565,28,Film  Television,VGVhY2hlci0yMDIxMDU0,2021054
Inna,Grushko,2.8,3.5,-1,13,Mathematics,VGVhY2hlci0yMzY3MDE=,236701
Salvador,Guerrero,3.5,3.9,66.6667,51,Mathematics,VGVhY2hlci0yMDY3OTQ2,2067946
Jorge,Guevara,3.3,1.9,22.2222,104,Ethnic Studies,VGVhY2hlci0xMzY1NTQ=,136554
Dawnis,Guevara,4.6,1.4,70,46,Physical Education,VGVhY2hlci0yNTY0MTI4,2564128
Cozetta,Guinn,1.6,2.5,-1,27,Intercultural Studies,VGVhY2hlci01NTEzODQ=,551384
Patty,Guitron,5,1.4,-1,9,Counseling,VGVhY2hlci0yOTMwMTI=,293012
Daniel,Gunter,0,0,-1,0,Creative Arts,VGVhY2hlci0xMzIyMzgw,1322380
Shweta,Gupta,4.3,2.6,100,19,Mathematics,VGVhY2hlci0yMDU0MjQy,2054242
Seema,Gupta,3.5,3.3,42.8571,7,Computer Information Systems,VGVhY2hlci0yMjY3NTY3,2267567
Nilu,Gupta,4.9,1.4,100,78,Languages,VGVhY2hlci05NzE0NTg=,971458
Jennifer,Gutierrez,4,2.3,82.3529,8,Mathematics,VGVhY2hlci0yNjM5Njkw,2639690
Todd,Gutmann,3.3,3.8,53.8462,31,Theater,VGVhY2hlci0xMDQ4OTQx,1048941
Warren,Haack,3,2.7,52.9412,21,Film & Television,VGVhY2hlci0xNjk3MjUy,1697252
Steve,Hadlock,3.6,2.9,-1,15,English,VGVhY2hlci01Nzg5MjM=,578923
Loubna,Hafid,5,2,100,16,World Languages,VGVhY2hlci0xNTUwMjU2,1550256
Sholeh ,Hajialiasga,5,3,100,1,Art,VGVhY2hlci0xOTk2Mzg0,1996384
